Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
ma031c987,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,SLR,3314,3373,94,94,"""must at least have one bronze and one gold and one sliver""","""""",killed,5885
ma54f2a58,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,1228,1238,41,41,msg.sender,tx.origin,live,6028
m1842df54,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,1669,1679,55,55,msg.sender,tx.origin,live,7004
meba55060,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,1723,1733,56,56,msg.sender,tx.origin,live,6628
m436319c6,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,1779,1789,57,57,msg.sender,tx.origin,live,6240
m7800521a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,1925,1935,60,60,msg.sender,tx.origin,live,5920
m3748e3e1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,2201,2211,67,67,msg.sender,tx.origin,live,5957
m412ea1bb,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,2241,2251,68,68,msg.sender,tx.origin,live,5999
m10fe30a4,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,2322,2332,70,70,msg.sender,tx.origin,live,5936
m0b29659d,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,2609,2619,77,77,msg.sender,tx.origin,live,5929
m1404b006,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,2651,2661,78,78,msg.sender,tx.origin,live,5904
m54f186c6,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,2734,2744,80,80,msg.sender,tx.origin,live,5952
m5ff60832,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3019,3029,87,87,msg.sender,tx.origin,live,6122
m3f386ae0,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3061,3071,88,88,msg.sender,tx.origin,live,5957
m2f63c5ad,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3142,3152,90,90,msg.sender,tx.origin,live,5989
m61b5602c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3425,3435,97,97,msg.sender,tx.origin,live,5886
m9fd8ab59,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3467,3477,98,98,msg.sender,tx.origin,live,5877
mf8be2cfb,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3507,3517,99,99,msg.sender,tx.origin,live,5920
m62413f2c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3585,3595,101,101,msg.sender,tx.origin,live,5871
m5eddd744,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3808,3818,107,107,msg.sender,tx.origin,live,5914
m16c97b63,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,TOR,3854,3864,108,108,msg.sender,tx.origin,live,5923
m7bc02e55,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VUR,823,832,25,25,1 minutes,1 seconds,killed,5967
mef3967e3,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VUR,823,832,25,25,1 minutes,1 hours,killed,5127
m1fe4dfe5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VUR,823,832,25,25,1 minutes,1 days,killed,5158
m4c409b98,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VUR,823,832,25,25,1 minutes,1 weeks,killed,5067
m75f9abf9,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,422,454,17,17,uint256 public constant GOLD = 0,uint256 internal constant GOLD = 0,live,5881
m951eaaa0,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,422,454,17,17,uint256 public constant GOLD = 0,uint256 private constant GOLD = 0,live,5923
m4d60be4a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,460,494,18,18,uint256 public constant SILVER = 1,uint256 internal constant SILVER = 1,live,5835
mc076afbf,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,460,494,18,18,uint256 public constant SILVER = 1,uint256 private constant SILVER = 1,live,5900
m8fa90d1e,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,500,534,19,19,uint256 public constant BRONZE = 2,uint256 internal constant BRONZE = 2,live,5881
m619a19cf,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,500,534,19,19,uint256 public constant BRONZE = 2,uint256 private constant BRONZE = 2,live,5936
m7b73051f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,540,580,20,20,uint256 public constant THORS_HAMMER = 3,uint256 internal constant THORS_HAMMER = 3,live,5868
m2783edf7,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,540,580,20,20,uint256 public constant THORS_HAMMER = 3,uint256 private constant THORS_HAMMER = 3,live,5839
m0a7728da,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,593,635,21,21,uint256 public constant OBLIVION_SWORD = 4,uint256 internal constant OBLIVION_SWORD = 4,live,5955
m1a5d154c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,593,635,21,21,uint256 public constant OBLIVION_SWORD = 4,uint256 private constant OBLIVION_SWORD = 4,live,5960
m58357ed5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,648,690,22,22,uint256 public constant CAPTAIN_SHIELD = 5,uint256 internal constant CAPTAIN_SHIELD = 5,live,5961
m5d94f353,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,648,690,22,22,uint256 public constant CAPTAIN_SHIELD = 5,uint256 private constant CAPTAIN_SHIELD = 5,live,5889
m065a187d,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,703,740,23,23,uint256 public constant DANTE_KEY = 6,uint256 internal constant DANTE_KEY = 6,live,5943
mc8e4bcb1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,703,740,23,23,uint256 public constant DANTE_KEY = 6,uint256 private constant DANTE_KEY = 6,live,5867
m79fef2dc,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,755,778,24,24,uint256 public lastMint,uint256 internal lastMint,live,5892
mfd512de1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,755,778,24,24,uint256 public lastMint,uint256 private lastMint,live,5866
m2288734c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,784,832,25,25,uint256 public constant coolDownMint = 1 minutes,uint256 internal constant coolDownMint = 1 minutes,live,5816
m38082d00,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,784,832,25,25,uint256 public constant coolDownMint = 1 minutes,uint256 private constant coolDownMint = 1 minutes,live,5925
mfab3b87a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,839,871,27,27,address private immutable _owner,address public immutable _owner,live,5964
mb7a86653,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,839,871,27,27,address private immutable _owner,address internal immutable _owner,live,5969
m643a608f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,877,971,28,29,"string private constant URL =        ""ipfs://QmVjErHSRQVmZpqUhGYPLWx75wsM8SjSTW7y3bFAMvQPr2/""","string public constant URL =        ""ipfs://QmVjErHSRQVmZpqUhGYPLWx75wsM8SjSTW7y3bFAMvQPr2/""",live,5984
meeffea79,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/Forge.sol,VVR,877,971,28,29,"string private constant URL =        ""ipfs://QmVjErHSRQVmZpqUhGYPLWx75wsM8SjSTW7y3bFAMvQPr2/""","string internal constant URL =        ""ipfs://QmVjErHSRQVmZpqUhGYPLWx75wsM8SjSTW7y3bFAMvQPr2/""",live,5902
m1e85343b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BLR,1011,1015,33,33,true,false,live,6145
m4b750cc8,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BLR,1611,1615,48,48,true,false,live,5494
mc5f3cd09,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,218,221,8,8," * "," + ",killed,3704
m532e2767,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,218,221,8,8," * "," - ",stillborn,772
mf6c8a629,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,218,221,8,8," * "," / ",stillborn,750
md4c5f9b0,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,218,221,8,8," * "," ** ",stillborn,763
mf198261a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,218,221,8,8," * "," % ",killed,3725
mbd50cd12,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,223,227,8,8," ** "," + ",killed,3681
m4dcf946a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,223,227,8,8," ** "," - ",killed,3721
m52e35326,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,223,227,8,8," ** "," * ",killed,3702
mce2a2a98,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,223,227,8,8," ** "," / ",stillborn,775
mafc7e7e1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,223,227,8,8," ** "," % ",killed,3659
m8824b5c2,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,302,306,12,12," != "," >  ",killed,4318
m4544f89c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,302,306,12,12," != ","  < ",live,5610
m05cde2d1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,302,306,12,12," != "," <= ",killed,4182
me579f88d,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,302,306,12,12," != "," >= ",killed,4185
me25d6e78,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,302,306,12,12," != "," == ",killed,4183
m4505ca5f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,474,477,19,19," * "," + ",killed,3809
m02a5411a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,474,477,19,19," * "," - ",killed,3602
m80ccec61,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,474,477,19,19," * "," / ",killed,3810
m2c77ad30,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,474,477,19,19," * "," ** ",killed,3625
m53a58041,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,474,477,19,19," * "," % ",killed,3785
m939b9d1d,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,479,483,19,19," ** "," + ",killed,3781
m40a27bee,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,479,483,19,19," ** "," - ",killed,3815
m308aa2fa,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,479,483,19,19," ** "," * ",killed,3796
ma87fceab,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,479,483,19,19," ** "," / ",killed,3794
m47d221e8,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,479,483,19,19," ** "," % ",killed,3782
m88a2cfb3,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,647,651,25,25," == "," <= ",killed,3702
m63f48616,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,647,651,25,25," == "," >= ",live,5531
m1017dba5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,647,651,25,25," == ","  < ",killed,3757
mf6c9b4fa,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,647,651,25,25," == ","  > ",killed,3692
m4fa3bedd,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,647,651,25,25," == "," != ",killed,3660
m52bf2f7f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,723,726,26,26," < "," <= ",killed,3796
m9406ac64,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,723,726,26,26," < "," >=  ",killed,3690
m0a16251e,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,723,726,26,26," < "," > ",killed,3671
m68a06a03,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,723,726,26,26," < "," != ",live,5517
mb5941a60,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,723,726,26,26," < "," == ",killed,3715
mbbc24488,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,801,804,27,27," * "," + ",killed,3705
md6a03481,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,801,804,27,27," * "," - ",killed,3693
m2e02b5d5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,801,804,27,27," * "," / ",killed,3654
mea3c45d7,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,801,804,27,27," * "," ** ",killed,3699
m5d6ea44f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,801,804,27,27," * "," % ",killed,3708
m7dd9eb7c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,806,810,27,27," ** "," + ",killed,3713
m12ab0e50,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,806,810,27,27," ** "," - ",killed,3753
m6274459b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,806,810,27,27," ** "," * ",killed,3717
m7af70433,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,806,810,27,27," ** "," / ",killed,3663
m72a25295,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,806,810,27,27," ** "," % ",killed,3718
mf0285f8b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,858,862,28,28," >= ","  > ",killed,3885
me43cc820,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,858,862,28,28," >= ","  < ",killed,3681
maf5ec2ce,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,858,862,28,28," >= "," <= ",killed,3704
m251b65e9,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,858,862,28,28," >= "," != ",killed,3715
m252361aa,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,858,862,28,28," >= "," == ",live,5535
md9be8707,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1118,1121,37,37," * "," + ",killed,3855
mead4f2ae,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1118,1121,37,37," * "," - ",killed,3888
m211f19ab,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1118,1121,37,37," * "," / ",killed,3892
m6ee6dc8c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1118,1121,37,37," * "," ** ",killed,3894
m820a69d9,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1118,1121,37,37," * "," % ",killed,3858
mfc70ecd5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1123,1127,37,37," ** "," + ",killed,3880
m1bb8f41a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1123,1127,37,37," ** "," - ",killed,3882
m691fedac,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1123,1127,37,37," ** "," * ",killed,3898
m7fc83413,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1123,1127,37,37," ** "," / ",killed,3882
m52409964,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1123,1127,37,37," ** "," % ",killed,3838
m4de48978,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1189,1193,39,39," >= ","  > ",killed,3986
