Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
m7eaf9115,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1189,1193,39,39," >= ","  < ",killed,3940
m5d13907c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1189,1193,39,39," >= "," <= ",killed,3848
m92fe3866,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1189,1193,39,39," >= "," != ",killed,3981
m3bc43d46,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1189,1193,39,39," >= "," == ",killed,3866
ma959d7cb,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1296,1299,42,42," > "," >=  ",killed,4008
mac32615b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1296,1299,42,42," > "," <=  ",killed,3833
mc5992445,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1296,1299,42,42," > "," < ",killed,3829
maefa3424,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1296,1299,42,42," > "," != ",live,5510
mb6dd2d1b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1296,1299,42,42," > "," == ",killed,3871
m82303219,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1425,1428,44,44," * "," + ",killed,3948
m51dae0db,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1425,1428,44,44," * "," - ",killed,3895
m84a06c63,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1425,1428,44,44," * "," / ",killed,3927
me6f1f94c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1425,1428,44,44," * "," ** ",killed,3886
me4c3c09a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1425,1428,44,44," * "," % ",killed,3935
m0dc11838,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1465,1468,45,45," / "," + ",killed,3885
m2cd5e09c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1465,1468,45,45," / "," - ",killed,3894
m4c988e23,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1465,1468,45,45," / "," * ",killed,3897
m9a4beb72,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1465,1468,45,45," / "," ** ",killed,3886
mea1b913b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1465,1468,45,45," / "," % ",killed,3940
m8e29f928,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1493,1496,46,46," < "," <= ",live,5539
mfacc49fd,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1493,1496,46,46," < "," >=  ",killed,3841
mf1e1c57a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1493,1496,46,46," < "," > ",killed,3880
m0e08e163,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1493,1496,46,46," < "," != ",killed,4142
mf1ddbbdb,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1493,1496,46,46," < "," == ",killed,3848
m58872443,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1861,1864,57,57," > "," >=  ",killed,4275
m8222b3b8,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1861,1864,57,57," > "," <=  ",killed,4174
mfa8ce311,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1861,1864,57,57," > "," < ",killed,4154
mec2f398a,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1861,1864,57,57," > "," != ",live,5502
m1f49a888,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,BOR,1861,1864,57,57," > "," == ",killed,4121
mb37ebb8d,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,CCD,378,564,18,22,"constructor(uint256 initialSupply) ERC20(""Gold"", ""GLD"") {        uint256 tokens = initialSupply * 10 ** decimals();        _mint(msg.sender, tokens);        _owner = msg.sender;    }",,stillborn,753
ma6ddf39f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,CSC,292,312,12,12,msg.sender != _owner,true,killed,4104
m58c5a0af,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,CSC,292,312,12,12,msg.sender != _owner,false,killed,4244
mfd5458b6,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,CSC,834,868,28,28,balanceOf(address(this)) >= tokens,true,killed,4346
m28a173d8,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,CSC,834,868,28,28,balanceOf(address(this)) >= tokens,false,killed,4023
m1a330384,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,CSC,939,995,28,32," else {            _mint(msg.sender, tokens);        }",,killed,3752
m4cf96d96,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,EHC,630,693,25,25,"require(msg.value == 1 ether, ""user must pay exactly one eth"");","/* require(msg.value == 1 ether, ""user must pay exactly one eth""); */",killed,3767
mb3fee886,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,EHC,702,771,26,26,"require(totalSupply() < TOTAL, ""sale passed, better luck next time"");","/* require(totalSupply() < TOTAL, ""sale passed, better luck next time""); */",killed,4157
me47de6e6,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,EHC,1147,1269,38,41,"require(            balanceOf(msg.sender) >= realTokens,            ""cannot sellback more than what you have""        );","/* require(            balanceOf(msg.sender) >= realTokens,            ""cannot sellback more than what you have""        ); */",killed,4097
m8344412f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,EHC,1278,1337,42,42,"require(realTokens > 0, ""tokens must be bigger than zero"");","/* require(realTokens > 0, ""tokens must be bigger than zero""); */",killed,4064
m91a508a1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,EHC,1482,1552,46,46,"require(eth < address(this).balance, ""cannot pay more than you have"");","/* require(eth < address(this).balance, ""cannot pay more than you have""); */",killed,4194
m2343f3d1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,EHC,1847,1888,57,57,"require(amount > 0, ""Nothing to withdraw;","/* require(amount > 0, ""Nothing to withdraw; */",stillborn,786
m41f4296c,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ETR,1561,1589,47,47,payable(msg.sender).transfer,payable(msg.sender).send,live,5756
me15f25b3,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ETR,1561,1594,47,47,payable(msg.sender).transfer,"payable(msg.sender).call{value: eth}("""")",live,5746
mfee8375d,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ETR,1923,1947,58,58,payable(_owner).transfer,payable(_owner).send,live,5577
m5cfa1d65,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ETR,1923,1955,58,58,payable(_owner).transfer,"payable(_owner).call{value: amount}("""")",live,5631
me7095c4e,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,570,620,24,24,"function buyToken() public payable returns (bool) ","function buyToken() external payable returns (bool) ",stillborn,835
mcb5cffc3,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1028,1081,36,36,"function sellBack(uint tokens) public returns (bool) ","function sellBack(uint tokens) external returns (bool) ",live,5816
m187daeba,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1028,1081,36,36,"function sellBack(uint tokens) public returns (bool) ","function sellBack(uint tokens) internal returns (bool) ",killed,4059
m3b562daf,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1028,1081,36,36,"function sellBack(uint tokens) public returns (bool) ","function sellBack(uint tokens) private returns (bool) ",killed,3884
ma87a7410,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1628,1671,51,51,"function withdrawTokens() public onlyOwner ","function withdrawTokens() external onlyOwner ",live,5842
m0c39a848,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1628,1671,51,51,"function withdrawTokens() public onlyOwner ","function withdrawTokens() internal onlyOwner ",killed,4491
m08888d39,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1628,1671,51,51,"function withdrawTokens() public onlyOwner ","function withdrawTokens() private onlyOwner ",killed,4455
me568c4e3,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1752,1789,55,55,"function withdraw() public onlyOwner ","function withdraw() external onlyOwner ",live,5818
m7d7fe4ff,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1752,1789,55,55,"function withdraw() public onlyOwner ","function withdraw() internal onlyOwner ",killed,4407
mb318e9ac,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,FVR,1752,1789,55,55,"function withdraw() public onlyOwner ","function withdraw() private onlyOwner ",killed,4236
mf14bd022,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,GVR,638,647,25,25,msg.value,tx.gasprice,killed,3777
mc1370249,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,215,218,8,8,1e6,999999,live,6099
m45b76701,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,215,218,8,8,1e6,1000001,killed,4064
me57b1869,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,221,223,8,8,10,9,live,5772
mb98a75d1,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,221,223,8,8,10,11,killed,3964
m56d79e1b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,227,229,8,8,18,17,live,6000
m9f58fffa,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,227,229,8,8,18,19,killed,4045
me0de9868,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,477,479,19,19,10,9,killed,4070
m4f691813,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,477,479,19,19,10,11,killed,4538
m0dd9c7e5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,651,658,25,25,1 ether,0 ether,killed,3814
m4940edfe,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,651,658,25,25,1 ether,2 ether,killed,4075
ma5b3afb5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,797,801,27,27,1000,999,killed,3895
m447b40b2,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,797,801,27,27,1000,1001,killed,3989
m005718f8,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,804,806,27,27,10,9,killed,3931
m9ce587ef,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,804,806,27,27,10,11,killed,3940
m8b25bf80,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,1121,1123,37,37,10,9,killed,4137
m857bf8da,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,1121,1123,37,37,10,11,killed,4131
me863c673,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,1299,1300,42,42,0,1,live,6002
m2ccfa353,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,1468,1472,45,45,1000,999,live,5758
m61632d9f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,1468,1472,45,45,1000,1001,live,5630
m37ba49f6,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,ILR,1864,1865,57,57,0,1,live,5572
mfc04ec61,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,PKD,570,620,24,24,"function buyToken() public payable returns (bool) ","function buyToken() public  returns (bool) ",stillborn,772
m7b6d1bf8,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,MOD,378,434,18,18,"constructor(uint256 initialSupply) ERC20(""Gold"", ""GLD"") ","constructor(uint256 initialSupply)  ",stillborn,784
m7d3d340b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,MOD,1628,1671,51,51,"function withdrawTokens() public onlyOwner ","function withdrawTokens() public  ",killed,4414
me9ec25db,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,MOD,1752,1789,55,55,"function withdraw() public onlyOwner ","function withdraw() public  ",killed,4331
mc20949e4,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,MOI,570,620,24,24,"function buyToken() public payable returns (bool) ","function buyToken() public payable onlyOwner returns (bool) ",killed,3736
m4b9c9f65,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,MOI,1028,1081,36,36,"function sellBack(uint tokens) public returns (bool) ","function sellBack(uint tokens) public onlyOwner returns (bool) ",killed,4004
ma61f7302,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,RSD,1004,1016,33,33,return true;,/* return true; */,live,5667
m53c358c2,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,RSD,1604,1616,48,48,return true;,/* return true; */,live,5660
me9ae048d,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,SLR,419,425,18,18,"""Gold""","""""",live,5574
m97381f78,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,SLR,427,432,18,18,"""GLD""","""""",live,5614
m4cf45e2e,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,SLR,1867,1912,57,57,"""Nothing to withdraw; contract balance empty""","""""",killed,4304
m903448be,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,292,302,12,12,msg.sender,tx.origin,live,5687
m4450c574,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,509,519,20,20,msg.sender,tx.origin,live,5693
m905f658f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,547,557,21,21,msg.sender,tx.origin,live,5597
m6930482e,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,909,919,29,29,msg.sender,tx.origin,live,5573
m0d0c3838,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,965,975,31,31,msg.sender,tx.origin,live,5663
m60c21086,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,1178,1188,39,39,msg.sender,tx.origin,live,5663
m09a3dd5f,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,1356,1366,43,43,msg.sender,tx.origin,live,5591
m8bc30ddd,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,TOR,1569,1579,47,47,msg.sender,tx.origin,live,5846
mb881bec2,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,VUR,651,658,25,25,1 ether,1 wei,killed,3747
m6a3e14d3,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,VUR,1428,1437,44,44,0.5 ether,0.5 wei,stillborn,793
m8952f00b,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,VVR,152,184,7,7,address private immutable _owner,address public immutable _owner,live,5598
m15b67588,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,VVR,152,184,7,7,address private immutable _owner,address internal immutable _owner,live,5595
mf0aef025,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,VVR,190,229,8,8,uint256 constant TOTAL = 1e6 * 10 ** 18,uint256 constant public constant TOTAL = 1e6 * 10 ** 18,stillborn,797
m860258f5,/Users/abesolyman/Desktop/development/blockchain/Metana bootcamp/metana-assignments/M4/contracts/PartialRefund.sol,VVR,190,229,8,8,uint256 constant TOTAL = 1e6 * 10 ** 18,uint256 constant private constant TOTAL = 1e6 * 10 ** 18,stillborn,754